Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long,dT,bT,aT,Tmax_corr,Tmin_corr,Tdew_corr,AI,Tmax_diff,Tmin_diff,Tdew_diff,Tmax_diff_avg,Tmin_diff_avg,Tdew_diff_avg,ETo_uncor,ETo_corr,ETo_CIMIS
2022-03-18,77,265,metric,"93426, 93446, 93447, 93451, 93465",daily,18.8,Y,25.0, ,,Y,,Y,,H,,H,38.0,Y,69.0,H,25.0,H,16.5,Y,,R,0.8,H,167.9,H,1.9,H,764,35.692266,-120.64855,,0.3,1.5,25.0,,,0.2768345340122791,0.0,,,,,,,,
2022-03-19,78,265,metric,"93426, 93446, 93447, 93451, 93465",daily,11.1, ,15.3, ,8.7, ,7.7, ,1.87, ,1.5, ,79.0, ,91.0, ,66.0, ,14.5, ,134.0, ,1.0, ,255.6,R,3.0,R,764,35.692266,-120.64855,0.9999999999999992,0.3,1.5,15.3,8.7,7.7,0.2768345340122791,0.0,0.0,0.0,,,,2.210594715368757,2.210594715368757,1.87
2022-03-20,79,265,metric,"93426, 93446, 93447, 93451, 93465",daily,12.3, ,19.8, ,7.1, ,4.8, ,4.62, ,0.0, ,60.0, ,90.0, ,33.0, ,14.0, ,263.0, ,0.9, ,387.8,R,4.5,R,764,35.692266,-120.64855,2.3,0.3,1.5,19.56,6.859999999999999,5.359999999999999,0.2768345340122791,0.2399999999999984,0.2400000000000002,-0.5599999999999996,,,,4.428877170061388,4.244456470837971,4.62
2022-03-21,80,265,metric,"93426, 93446, 93447, 93451, 93465",daily,12.6, ,24.4, ,1.5, ,3.2, ,4.29, ,0.0, ,53.0, ,88.0, ,28.0, ,14.3, ,264.0, ,0.8, ,156.0, ,1.8, ,764,35.692266,-120.64855,-1.7000000000000002,0.3,1.5,24.4,1.5,3.2,0.2768345340122791,0.0,0.0,0.0,,,,4.092240895573138,4.092240895573138,4.29
2022-03-22,81,265,metric,"93426, 93446, 93447, 93451, 93465",daily,16.1, ,28.9, ,3.8, ,6.2, ,4.45, ,0.0, ,52.0, ,85.0, ,28.0, ,15.8, ,,R,0.9, ,104.6, ,1.2, ,764,35.692266,-120.64855,-2.4000000000000004,0.3,1.5,28.9,3.8,6.2,0.2768345340122791,0.0,0.0,0.0,,,,,,4.45
2022-03-23,82,265,metric,"93426, 93446, 93447, 93451, 93465",daily,17.5,Y,29.6, ,5.8, ,,Y,4.99, ,0.0, ,49.0,Y,87.0, ,21.0, ,17.2,Y,,R,1.0, ,135.7, ,1.6, ,764,35.692266,-120.64855,,0.3,1.5,29.6,5.8,,0.2768345340122791,0.0,0.0,,,,,,,4.99
2022-03-24,83,265,metric,"93426, 93446, 93447, 93451, 93465",daily,16.8,Y,,Y,5.2, ,,Y,4.88, ,0.0, ,53.0,Y,89.0, ,25.0, ,17.7,Y,272.0, ,1.0, ,138.1, ,1.6, ,764,35.692266,-120.64855,,0.3,1.5,,5.2,,0.2768345340122791,,0.0,,,,,,,4.88
2022-03-25,84,265,metric,"93426, 93446, 93447, 93451, 93465",daily,16.0, ,29.1, ,6.3, ,7.0, ,4.65, ,0.0, ,55.0, ,90.0, ,21.0, ,17.7,Y,254.0, ,1.0, ,146.8, ,1.7, ,764,35.692266,-120.64855,-0.7000000000000002,0.3,1.5,29.1,6.3,7.0,0.2768345340122791,0.0,0.0,0.0,,,,4.618091570934726,4.618091570934726,4.65
2022-03-26,85,265,metric,"93426, 93446, 93447, 93451, 93465",daily,14.6, ,26.0, ,5.7, ,5.7, ,4.94, ,0.0, ,55.0, ,88.0, ,29.0, ,17.6,Y,,R,0.9, ,155.7, ,1.8, ,764,35.692266,-120.64855,0.0,0.3,1.5,26.0,5.7,5.7,0.2768345340122791,0.0,0.0,0.0,,,,,,4.94
2022-03-27,86,265,metric,"93426, 93446, 93447, 93451, 93465",daily,11.5, ,16.3, ,5.9, ,6.8, ,3.78, ,0.0, ,73.0, ,91.0, ,61.0, ,16.6,Y,242.0, ,1.0, ,286.3,R,3.3,R,764,35.692266,-120.64855,-0.8999999999999995,0.3,1.5,16.3,5.9,6.8,0.2768345340122791,0.0,0.0,0.0,,,,2.974844189616139,2.974844189616139,3.78
2022-03-28,87,265,metric,"93426, 93446, 93447, 93451, 93465",daily,10.9, ,14.2, ,8.5, ,8.3, ,1.57, ,25.0, ,84.0, ,93.0, ,63.0, ,15.3, ,124.0, ,1.1, ,208.9,Y,2.4,Y,764,35.692266,-120.64855,0.1999999999999993,0.3,1.5,14.2,8.5,8.3,0.2768345340122791,0.0,0.0,0.0,,,,1.8518959844588962,1.8518959844588962,1.57
2022-03-29,88,265,metric,"93426, 93446, 93447, 93451, 93465",daily,11.7, ,19.5, ,6.1, ,8.1, ,3.64, ,0.0, ,79.0, ,95.0, ,54.0, ,14.9, ,235.0, ,1.1, ,240.8,R,2.8,R,764,35.692266,-120.64855,-2.0,0.3,1.5,19.5,6.1,8.1,0.2768345340122791,0.0,0.0,0.0,,,,3.274765200705674,3.274765200705674,3.64
2022-03-30,89,265,metric,"93426, 93446, 93447, 93451, 93465",daily,11.8, ,19.2, ,7.6, ,7.6, ,3.38, ,0.0, ,76.0, ,97.0, ,38.0, ,15.3, ,216.0, ,1.0, ,284.9,R,3.3,R,764,35.692266,-120.64855,0.0,0.3,1.5,19.2,7.6,7.6,0.2768345340122791,0.0,0.0,0.0,,,,3.4135563994782165,3.4135563994782165,3.38
2022-03-31,90,265,metric,"93426, 93446, 93447, 93451, 93465",daily,12.0, ,21.0, ,7.1, ,7.3, ,3.5, ,0.0, ,73.0, ,92.0, ,49.0, ,15.1, ,238.0, ,1.0, ,211.2,Y,2.4,Y,764,35.692266,-120.64855,-0.2000000000000001,0.3,1.5,21.0,7.1,7.3,0.2768345340122791,0.0,0.0,0.0,0.0184615384615383,0.0184615384615384,-0.0509090909090908,3.68113886309921,3.68113886309921,3.5
2022-04-01,91,265,metric,"93426, 93446, 93447, 93451, 93465",daily,13.8, ,24.7, ,4.0, ,7.0, ,4.49, ,0.0, ,64.0, ,98.0, ,38.0, ,16.0, ,288.0, ,1.0, ,147.3, ,1.7, ,764,35.692266,-120.64855,-3.0,0.3,1.5,24.7,4.0,7.0,0.2768345340122791,0.0,0.0,0.0,,,,4.218646480647453,4.218646480647453,4.49
2022-04-02,92,265,metric,"93426, 93446, 93447, 93451, 93465",daily,13.1, ,24.2, ,4.8, ,7.9, ,4.51, ,0.0, ,71.0, ,95.0, ,37.0, ,16.6,Y,277.0, ,1.1, ,141.5, ,1.6, ,764,35.692266,-120.64855,-3.1000000000000005,0.3,1.5,24.2,4.8,7.9,0.2768345340122791,0.0,0.0,0.0,,,,3.9983325792311755,3.9983325792311755,4.51
2022-04-03,93,265,metric,"93426, 93446, 93447, 93451, 93465",daily,14.4, ,25.5, ,7.1, ,5.5, ,5.71, ,0.0, ,55.0, ,96.0, ,20.0, ,16.7,Y,283.0, ,0.9, ,282.1,R,3.3,R,764,35.692266,-120.64855,1.5999999999999996,0.3,1.5,25.47,7.069999999999999,5.569999999999999,0.2768345340122791,0.0300000000000011,0.0300000000000002,-0.0699999999999994,,,,5.472894566468962,5.455009913943525,5.71
2022-04-04,94,265,metric,"93426, 93446, 93447, 93451, 93465",daily,14.1, ,24.4, ,3.3, ,6.5, ,5.2, ,0.0, ,60.0, ,91.0, ,36.0, ,16.2, ,286.0, ,1.0, ,301.0,R,3.5,R,764,35.692266,-120.64855,-3.2,0.3,1.5,24.4,3.3,6.5,0.2768345340122791,0.0,0.0,0.0,,,,4.919320178232855,4.919320178232855,5.2
2022-04-05,95,265,metric,"93426, 93446, 93447, 93451, 93465",daily,15.9, ,25.8, ,8.7, ,8.0, ,5.17, ,0.0, ,59.0, ,94.0, ,32.0, ,17.2,Y,294.0, ,1.1, ,246.5,R,2.9,R,764,35.692266,-120.64855,0.6999999999999993,0.3,1.5,25.8,8.7,8.0,0.2768345340122791,0.0,0.0,0.0,,,,5.2353986741661265,5.2353986741661265,5.17
2022-04-06,96,265,metric,"93426, 93446, 93447, 93451, 93465",daily,16.7, ,29.1, ,3.6, ,4.3, ,5.77, ,0.0, ,44.0, ,87.0, ,21.0, ,17.2,Y,,R,0.8, ,167.1, ,1.9, ,764,35.692266,-120.64855,-0.6999999999999997,0.3,1.5,29.1,3.6,4.3,0.2768345340122791,0.0,0.0,0.0,,,,,,5.77
2022-04-07,97,265,metric,"93426, 93446, 93447, 93451, 93465",daily,20.7,R,,Y,6.5, ,,I,,R,0.0, ,,R,88.0,H,15.0,H,18.3,R,,R,0.9, ,107.0, ,1.2, ,764,35.692266,-120.64855,,0.3,1.5,,6.5,,0.2768345340122791,,0.0,,,,,,,
2022-04-08,98,265,metric,"93426, 93446, 93447, 93451, 93465",daily,20.7,R,,Y,7.8, ,,I,,R,0.0, ,,R,80.0, ,16.0, ,19.3,R,299.0, ,1.0, ,206.3,Y,2.4,Y,764,35.692266,-120.64855,,0.3,1.5,,7.8,,0.2768345340122791,,0.0,,,,,,,
2022-04-09,99,265,metric,"93426, 93446, 93447, 93451, 93465",daily,16.1, ,27.7, ,7.1, ,4.3, ,6.08, ,0.0, ,45.0, ,84.0, ,21.0, ,19.3,R,,R,0.8, ,311.0,R,3.6,R,764,35.692266,-120.64855,2.8,0.3,1.5,27.31,6.71,5.21,0.2768345340122791,0.3900000000000005,0.3899999999999997,-0.91,,,,,,6.08
2022-04-10,100,265,metric,"93426, 93446, 93447, 93451, 93465",daily,12.8, ,23.9, ,2.6, ,-0.2, ,5.48, ,0.0, ,41.0, ,81.0, ,17.0, ,18.3,Y,,R,0.6, ,235.4,Y,2.7,Y,764,35.692266,-120.64855,2.8000000000000003,0.3,1.5,23.51,2.21,0.7100000000000002,0.2768345340122791,0.3900000000000005,0.3900000000000001,-0.91,,,,,,5.48
2022-04-11,101,265,metric,"93426, 93446, 93447, 93451, 93465",daily,10.2, ,18.7, ,5.0, ,2.9, ,5.06, ,0.0, ,61.0, ,88.0, ,30.0, ,17.3,Y,271.0, ,0.8, ,405.9,R,4.7,R,764,35.692266,-120.64855,2.1,0.3,1.5,18.52,4.82,3.32,0.2768345340122791,0.1799999999999997,0.1799999999999997,-0.4199999999999999,,,,4.573350470270922,4.436095119482049,5.06
2022-04-12,102,265,metric,"93426, 93446, 93447, 93451, 93465",daily,9.1, ,16.6, ,3.0, ,-1.1, ,5.57, ,0.0, ,48.0, ,82.0, ,23.0, ,16.0, ,,R,0.6, ,405.8,R,4.7,R,764,35.692266,-120.64855,4.1,0.3,1.5,15.820000000000002,2.22,0.7199999999999995,0.2768345340122791,0.7799999999999994,0.7799999999999998,-1.82,,,,,,5.57
2022-04-13,103,265,metric,"93426, 93446, 93447, 93451, 93465",daily,9.8, ,19.3, ,-0.1, ,0.5, ,4.65, ,0.0, ,52.0, ,88.0, ,21.0, ,15.9, ,,R,0.6, ,229.9,Y,2.7,Y,764,35.692266,-120.64855,-0.6,0.3,1.5,19.3,-0.1,0.5,0.2768345340122791,0.0,0.0,0.0,,,,,,4.65
2022-04-14,104,265,metric,"93426, 93446, 93447, 93451, 93465",daily,11.6, ,20.0, ,1.6, ,4.1, ,4.95, ,0.0, ,60.0, ,85.0, ,39.0, ,16.6, ,303.0, ,0.8, ,238.7,R,2.8,R,764,35.692266,-120.64855,-2.5,0.3,1.5,20.0,1.6,4.1,0.2768345340122791,0.0,0.0,0.0,,,,4.165000127586214,4.165000127586214,4.95
2022-04-15,105,265,metric,"93426, 93446, 93447, 93451, 93465",daily,13.2, ,23.2, ,3.3, ,5.8, ,5.03, ,0.0, ,61.0, ,88.0, ,38.0, ,17.4,Y,307.0, ,0.9, ,159.6, ,1.8, ,764,35.692266,-120.64855,-2.5,0.3,1.5,23.2,3.3,5.8,0.2768345340122791,0.0,0.0,0.0,,,,4.387330670038853,4.387330670038853,5.03
