Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long
2021-01-01,1,64,metric,93460,daily,7.5, ,20.3, ,-0.8, ,2.5, ,1.7, ,0.0, ,70.0, ,100, ,26, ,,S,137, ,0.7, ,89.1, ,1.0, ,490,34.583144,-120.07924
2021-01-02,2,64,metric,93460,daily,8.8, ,18.5, ,0.7, ,5.6, ,1.49, ,0.0, ,81.0, ,100, ,40, ,,S,116, ,0.9, ,100.1, ,1.2, ,490,34.583144,-120.07924
2021-01-03,3,64,metric,93460,daily,10.9, ,18.6, ,6.7, ,9.3, ,1.22, ,0.0, ,90.0, ,100, ,60, ,,S,108, ,1.2, ,98.7, ,1.1, ,490,34.583144,-120.07924
2021-01-04,4,64,metric,93460,daily,11.9, ,18.5, ,7.1, ,10.3, ,1.22, ,0.0, ,90.0, ,100, ,65, ,,S,99, ,1.3, ,139.1, ,1.6, ,490,34.583144,-120.07924
2021-01-05,5,64,metric,93460,daily,12.9, ,21.4, ,6.7, ,9.3, ,1.57, ,0.0, ,79.0, ,100, ,39, ,,S,126, ,1.2, ,87.4, ,1.0, ,490,34.583144,-120.07924
2021-01-06,6,64,metric,93460,daily,9.0, ,18.8, ,1.0, ,4.9, ,1.51, ,0.0, ,76.0, ,100, ,41, ,,S,118, ,0.9, ,91.0, ,1.1, ,490,34.583144,-120.07924
2021-01-07,7,64,metric,93460,daily,7.2, ,20.0, ,-0.8, ,2.9, ,1.28, ,0.1, ,74.0, ,100, ,31, ,,S,105, ,0.8, ,76.6, ,0.9, ,490,34.583144,-120.07924
2021-01-08,8,64,metric,93460,daily,7.8, ,22.1, ,-1.8, ,3.1, ,1.98, ,0.0, ,72.0, ,100, ,27, ,,S,145, ,0.8, ,112.4, ,1.3, ,490,34.583144,-120.07924
2021-01-09,9,64,metric,93460,daily,8.4, ,22.7, ,-1.2, ,2.4, ,1.98, ,0.0, ,66.0, ,100, ,23, ,,S,146, ,0.7, ,96.2, ,1.1, ,490,34.583144,-120.07924
2021-01-10,10,64,metric,93460,daily,7.8, ,21.4, ,-0.5, ,2.6, ,1.85, ,0.0, ,70.0, ,100, ,25, ,,S,145, ,0.7, ,98.3, ,1.1, ,490,34.583144,-120.07924
2021-01-11,11,64,metric,93460,daily,8.1, ,23.5, ,-1.7, ,3.5, ,1.83, ,0.0, ,73.0, ,100, ,24, ,,S,147, ,0.8, ,79.4, ,0.9, ,490,34.583144,-120.07924
2021-01-12,12,64,metric,93460,daily,8.5, ,23.2, ,-1.2, ,3.4, ,1.47, ,0.1, ,70.0, ,100, ,25, ,,S,111, ,0.8, ,71.1, ,0.8, ,490,34.583144,-120.07924
2021-01-13,13,64,metric,93460,daily,9.6, ,22.7, ,0.8, ,4.6, ,1.63, ,0.0, ,71.0, ,100, ,30, ,,S,121, ,0.8, ,77.9, ,0.9, ,490,34.583144,-120.07924
2021-01-14,14,64,metric,93460,daily,12.9, ,30.3,Y,1.4, ,5.4, ,2.26, ,0.0, ,60.0, ,100, ,19, ,,S,149, ,0.9, ,80.0, ,0.9, ,490,34.583144,-120.07924
2021-01-15,15,64,metric,93460,daily,13.6, ,33.9,R,1.6, ,4.2, ,2.38,R,0.0, ,53.0, ,100, ,13, ,,S,153, ,0.8, ,89.8, ,1.0, ,490,34.583144,-120.07924
2021-01-16,16,64,metric,93460,daily,15.0,H,31.7,Y,1.8, ,2.8, ,2.73,R,0.0, ,44.0, ,100,H,13,H,,S,151, ,0.7, ,121.0, ,1.4, ,490,34.583144,-120.07924
2021-01-17,17,64,metric,93460,daily,14.4, ,30.4,Y,3.6, ,2.9, ,2.4, ,0.0, ,46.0, ,93, ,14, ,,S,152, ,0.8, ,74.2, ,0.9, ,490,34.583144,-120.07924
2021-01-18,18,64,metric,93460,daily,12.2, ,27.5, ,1.5, ,2.3, ,2.44, ,0.0, ,51.0, ,94, ,17, ,,S,154, ,0.7, ,102.7, ,1.2, ,490,34.583144,-120.07924
2021-01-19,19,64,metric,93460,daily,11.2, ,21.5, ,2.2, ,-0.5, ,2.0, ,0.0, ,44.0, ,93, ,13, ,,S,114, ,0.6, ,133.0, ,1.5, ,490,34.583144,-120.07924
2021-01-20,20,64,metric,93460,daily,11.4, ,24.5, ,0.8, ,-0.4, ,2.35, ,0.0, ,44.0, ,83, ,20, ,,S,156, ,0.6, ,98.1, ,1.1, ,490,34.583144,-120.07924
2021-01-21,21,64,metric,93460,daily,9.9, ,24.1, ,-0.2, ,1.6, ,2.35, ,0.0, ,56.0, ,93, ,20, ,,S,160, ,0.7, ,103.5, ,1.2, ,490,34.583144,-120.07924
2021-01-22,22,64,metric,93460,daily,8.2, ,15.8, ,0.5, ,5.5, ,1.25, ,3.2, ,83.0, ,100, ,61, ,,S,110, ,0.9, ,119.3, ,1.4, ,490,34.583144,-120.07924
2021-01-23,23,64,metric,93460,daily,8.0, ,13.3, ,2.4, ,6.6, ,1.08, ,5.6, ,91.0, ,100, ,69, ,,S,105, ,1.0, ,86.1, ,1.0, ,490,34.583144,-120.07924
2021-01-24,24,64,metric,93460,daily,6.3, ,14.0, ,-0.7, ,4.4, ,1.29, ,1.8, ,87.0, ,100, ,57, ,,S,111, ,0.8, ,115.1, ,1.3, ,490,34.583144,-120.07924
2021-01-25,25,64,metric,93460,daily,7.2, ,10.8, ,3.8, ,3.2, ,1.2, ,1.9, ,75.0, ,92, ,59, ,,S,90, ,0.8, ,264.1,Y,3.1,Y,490,34.583144,-120.07924
2021-01-26,26,64,metric,93460,daily,6.8, ,13.3, ,-1.5, ,0.8, ,1.93, ,0.0, ,65.0, ,98, ,32, ,,S,163, ,0.6, ,126.0, ,1.5, ,490,34.583144,-120.07924
