Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long
2017-01-01,1,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,8.8, ,13.4, ,2.3, ,4.6, ,0.78, ,0.0, ,75.0, ,92, ,64, ,11.4, ,59, ,0.8, ,108.6, ,1.3, ,330,35.305442,-120.66178
2017-01-02,2,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,9.1, ,13.6, ,6.3, ,4.7, ,0.78, ,0.0, ,74.0, ,88, ,59, ,11.3, ,60, ,0.9, ,76.6, ,0.9, ,330,35.305442,-120.66178
2017-01-03,3,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,11.5, ,15.5, ,6.3, ,7.7, ,0.79, ,0.3, ,77.0, ,91, ,57, ,11.5, ,52, ,1.1, ,108.5, ,1.3, ,330,35.305442,-120.66178
2017-01-04,4,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,13.2, ,14.4, ,11.6, ,13.0,Y,0.0, ,64.6, ,98.0,Y,99, ,93, ,12.1, ,11, ,1.5,Y,136.0, ,1.6, ,330,35.305442,-120.66178
2017-01-05,5,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,11.8, ,14.5, ,5.5, ,10.3, ,0.85, ,9.8, ,90.0, ,100, ,66, ,12.8, ,76, ,1.3, ,101.5, ,1.2, ,330,35.305442,-120.66178
2017-01-06,6,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,10.3, ,18.5, ,5.0, ,4.8, ,1.65, ,1.1, ,69.0, ,86, ,45, ,12.1, ,121, ,0.9, ,118.9, ,1.4, ,330,35.305442,-120.66178
2017-01-07,7,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,12.2, ,15.0, ,9.5, ,11.1, ,0.04, ,18.0, ,93.0, ,99, ,77, ,12.2, ,14, ,1.3, ,98.8, ,1.1, ,330,35.305442,-120.66178
2017-01-08,8,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,15.2, ,21.9, ,10.9, ,10.4, ,1.25, ,40.6, ,73.0, ,100, ,40, ,12.7, ,59, ,1.3, ,132.5, ,1.5, ,330,35.305442,-120.66178
2017-01-09,9,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,13.8, ,16.7, ,11.8, ,12.3, ,0.92, ,11.3, ,91.0, ,100, ,69, ,13.2, ,75, ,1.4, ,98.3, ,1.1, ,330,35.305442,-120.66178
2017-01-10,10,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,13.1, ,14.2, ,11.4, ,12.9,Y,0.14, ,28.7, ,99.0,Y,100, ,98, ,13.5, ,29, ,1.5,Y,134.4, ,1.6, ,330,35.305442,-120.66178
2017-01-11,11,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,13.2, ,16.3, ,11.6, ,11.7, ,0.7, ,4.4, ,91.0, ,99, ,68, ,13.6, ,61, ,1.4, ,99.9, ,1.2, ,330,35.305442,-120.66178
2017-01-12,12,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,9.8, ,13.5, ,4.7, ,8.4, ,1.06, ,21.6, ,91.0, ,98, ,67, ,13.6, ,96, ,1.1, ,118.9, ,1.4, ,330,35.305442,-120.66178
2017-01-13,13,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,9.6, ,14.0, ,4.6, ,4.7, ,1.51, ,0.0, ,72.0, ,91, ,59, ,12.4, ,107, ,0.9, ,150.9, ,1.7, ,330,35.305442,-120.66178
2017-01-14,14,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,12.9, ,17.3, ,9.6, ,3.0, ,2.59, ,0.0, ,51.0, ,68, ,41, ,11.9, ,136, ,0.8, ,245.7, ,2.8, ,330,35.305442,-120.66178
2017-01-15,15,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,10.9, ,14.9, ,7.4, ,2.4, ,2.58, ,0.0, ,56.0, ,68, ,45, ,11.5, ,135, ,0.7, ,306.6, ,3.5, ,330,35.305442,-120.66178
2017-01-16,16,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,9.9, ,16.1, ,4.6, ,3.5, ,2.12, ,0.0, ,64.0, ,93, ,48, ,11.1, ,141, ,0.8, ,186.9, ,2.2, ,330,35.305442,-120.66178
2017-01-17,17,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,9.3, ,19.0, ,2.5, ,4.8, ,1.64, ,0.0, ,73.0, ,96, ,40, ,10.8, ,121, ,0.9, ,71.2, ,0.8, ,330,35.305442,-120.66178
2017-01-18,18,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,10.4, ,13.8, ,5.5, ,8.3, ,0.33, ,12.7, ,87.0, ,96, ,79, ,10.9, ,34, ,1.1, ,107.5, ,1.2, ,330,35.305442,-120.66178
2017-01-19,19,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,11.6, ,16.3, ,8.7, ,10.0, ,1.14, ,20.4, ,90.0, ,100, ,61, ,11.5, ,97, ,1.2, ,79.7, ,0.9, ,330,35.305442,-120.66178
2017-01-20,20,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,9.8, ,12.3, ,7.3, ,9.1, ,0.29, ,44.9, ,96.0, ,99, ,89, ,11.9, ,38, ,1.2, ,136.4, ,1.6, ,330,35.305442,-120.66178
2017-01-21,21,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,10.0, ,13.2, ,6.3, ,8.3, ,0.8, ,3.5, ,89.0, ,100, ,75, ,11.6, ,73, ,1.1, ,97.0, ,1.1, ,330,35.305442,-120.66178
2017-01-22,22,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,10.8, ,14.1, ,8.8, ,9.8, ,0.36, ,44.5, ,94.0, ,98, ,83, ,11.8, ,42, ,1.2, ,194.7, ,2.3, ,330,35.305442,-120.66178
2017-01-23,23,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,8.0, ,11.9, ,4.4, ,6.3, ,1.0, ,10.3, ,89.0, ,99, ,69, ,11.8, ,95, ,1.0, ,91.4, ,1.1, ,330,35.305442,-120.66178
2017-01-24,24,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,7.7, ,14.0, ,2.6, ,4.3, ,1.2, ,0.9, ,79.0, ,100, ,56, ,11.1, ,99, ,0.8, ,99.9, ,1.2, ,330,35.305442,-120.66178
2017-01-25,25,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,8.9, ,15.1, ,2.9, ,3.2, ,2.01, ,0.0, ,68.0, ,90, ,44, ,10.7, ,150, ,0.8, ,150.7, ,1.7, ,330,35.305442,-120.66178
2017-01-26,26,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,10.6, ,14.7, ,6.4, ,2.4, ,2.28, ,0.0, ,57.0, ,70, ,44, ,10.5, ,156, ,0.7, ,187.1, ,2.2, ,330,35.305442,-120.66178
2017-01-27,27,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,11.8, ,17.1, ,8.0, ,3.0, ,2.65, ,0.0, ,55.0, ,71, ,38, ,10.7, ,151, ,0.8, ,276.5, ,3.2, ,330,35.305442,-120.66178
2017-01-28,28,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,14.8, ,21.6, ,7.1, ,0.9, ,3.54, ,0.0, ,39.0, ,49, ,25, ,10.9, ,159, ,0.7, ,280.0, ,3.2, ,330,35.305442,-120.66178
2017-01-29,29,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,16.2, ,22.9, ,11.2, ,1.1, ,4.25, ,0.0, ,36.0, ,49, ,26, ,11.1, ,163, ,0.7, ,358.6,Y,4.2,Y,330,35.305442,-120.66178
2017-01-30,30,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,16.2, ,25.5, ,8.3, ,2.6, ,3.16, ,0.0, ,40.0, ,86, ,19, ,11.7, ,163, ,0.7, ,156.4, ,1.8, ,330,35.305442,-120.66178
2017-01-31,31,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,12.9, ,24.2, ,5.6, ,5.1, ,2.61, ,0.0, ,59.0, ,95, ,25, ,11.7, ,164, ,0.9, ,79.8, ,0.9, ,330,35.305442,-120.66178
2017-02-01,32,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,10.6, ,18.1, ,3.4, ,7.3, ,1.78, ,0.0, ,80.0, ,96, ,51, ,11.5, ,132, ,1.0, ,101.5, ,1.2, ,330,35.305442,-120.66178
2017-02-02,33,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,13.2, ,15.7, ,10.7, ,12.1, ,0.16, ,13.6, ,93.0, ,98, ,81, ,12.0, ,32, ,1.4, ,77.7, ,0.9, ,330,35.305442,-120.66178
2017-02-03,34,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,14.0, ,16.8, ,10.5, ,13.5, ,0.42, ,13.4, ,97.0, ,99, ,79, ,12.9, ,55, ,1.5, ,119.4, ,1.4, ,330,35.305442,-120.66178
2017-02-04,35,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,12.2, ,17.7, ,8.4, ,10.9, ,1.82, ,0.0, ,92.0, ,100, ,69, ,13.3, ,139, ,1.3, ,105.5, ,1.2, ,330,35.305442,-120.66178
2017-02-05,36,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,11.6, ,15.6, ,9.0, ,10.4, ,0.83, ,19.5, ,92.0, ,100, ,78, ,13.4, ,74, ,1.3, ,119.3, ,1.4, ,330,35.305442,-120.66178
2017-02-06,37,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,14.0, ,17.9, ,11.8, ,12.9, ,1.3, ,19.7, ,93.0, ,100, ,76, ,13.6, ,101, ,1.5, ,118.1, ,1.4, ,330,35.305442,-120.66178
2017-02-07,38,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,14.8, ,15.4, ,13.5, ,14.7,Y,0.0, ,37.4, ,99.0,Y,100, ,97, ,14.0, ,7, ,1.7,Y,135.5, ,1.6, ,330,35.305442,-120.66178
2017-02-08,39,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,16.4, ,19.7, ,15.0,Y,,I,0.53, ,1.3, ,,R,100, ,82, ,14.3, ,55, ,1.8,R,72.7, ,0.8, ,330,35.305442,-120.66178
2017-02-09,40,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,15.2, ,17.1, ,13.2, ,14.1,Y,0.46, ,5.6, ,93.0,Y,100, ,81, ,14.9, ,48, ,1.6,Y,86.5, ,1.0, ,330,35.305442,-120.66178
2017-02-10,41,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,14.2, ,15.6, ,12.4, ,14.0,Y,0.13, ,10.0, ,99.0,Y,99, ,95, ,14.9, ,29, ,1.6,Y,85.3, ,1.0, ,330,35.305442,-120.66178
2017-02-11,42,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,12.0, ,15.9, ,8.8, ,8.1, ,1.61, ,1.1, ,77.0, ,100, ,59, ,14.5, ,117, ,1.1, ,143.5, ,1.7, ,330,35.305442,-120.66178
2017-02-12,43,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,15.2, ,20.1, ,10.9, ,5.3, ,3.28, ,0.0, ,52.0, ,74, ,41, ,13.9, ,179, ,0.9, ,211.2, ,2.4, ,330,35.305442,-120.66178
2017-02-13,44,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,14.1, ,20.4, ,8.1, ,7.2, ,2.75, ,0.0, ,63.0, ,98, ,40, ,13.7, ,162, ,1.0, ,153.2, ,1.8, ,330,35.305442,-120.66178
2017-02-14,45,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,14.7, ,22.8, ,9.0, ,9.6, ,2.95, ,0.0, ,72.0, ,98, ,47, ,13.9, ,174, ,1.2, ,165.1, ,1.9, ,330,35.305442,-120.66178
2017-02-15,46,52,metric,"93410, 93409, 93408, 93407, 93406, 93405, 93403, 93401",daily,13.8, ,23.7, ,7.4, ,10.1, ,1.98, ,0.0, ,79.0, ,98, ,43, ,13.8, ,134, ,1.2, ,75.8, ,0.9, ,330,35.305442,-120.66178
